supplier ID,printer,order completion time,material,category,resolution,Price (USD)
66974,Ultimaker Original,3,Generic Standard PLA,ABS/PLA,100,5.83
196732,Kossel XL,3,Generic Standard PLA,ABS/PLA,150,5.83
196732,Kossel XL,3,Generic Standard PLA,ABS/PLA,200,5.83
215594,Multi,1,Generic Standard PLA,ABS/PLA,200,5.83
218129,Makerbot Replicator 2,3,Generic Standard PLA,ABS/PLA,200,5.83
218129,Makerbot Replicator 2,3,Generic Standard PLA,ABS/PLA,300,5.83
XYZed,Prusa i3,4,Generic Standard PLA,ABS/PLA,250,5.83
53652,CTC-3D,3,Generic Standard PETG,PET,200,5.83
56280,Original Prusa i3 MK2S,2,Generic Standard PETG,PET,200,5.83
56280,Original Prusa i3 MK2S,2,Ninjatek Ninjaflex,TPE,200,5.83
215594,Multi,1,Generic TPU,TPE,200,5.83
94968,Prusa i3,3,Generic Standard PLA,ABS/PLA,300,5.85
94968,Tronxy P802MA,3,Generic Standard ABS,ABS/PLA,300,5.85
94968,Tronxy P802MA,3,Generic Standard PLA,ABS/PLA,300,5.85
Bham,Original Prusa i3 MK2S,1,Generic Standard ABS,ABS/PLA,200,5.85
184962,FlashForge Creator Pro,3,Generic Standard PLA,ABS/PLA,100,5.87
184962,FlashForge Creator Pro,3,Generic Standard ABS,ABS/PLA,200,5.87
CoreXY,C-Bot CoreXY (Custom),5,Generic Standard PLA,ABS/PLA,300,5.87
169952,3DCPI-02,2,Generic Standard PLA,ABS/PLA,200,5.88
179280,Prusa Research Original Prusa i3 MK3,1,Generic Standard PLA,ABS/PLA,150,5.9
36736,Original Prusa i3 MK2,1,Generic Standard PETG,PET,200,5.9
100347,Smartrap,4,Generic Standard PLA,ABS/PLA,200,5.91
136004,FLSUN  i3 2017,2,Generic Standard PLA,ABS/PLA,150,5.92
136004,Creality Ender 2,2,Generic Standard PLA,ABS/PLA,150,5.92
146207,Prusa i3,1,Generic Standard PLA,ABS/PLA,150,5.92
146731,Ultimaker Original Plus,1,Generic Standard PLA,ABS/PLA,200,5.92
205139,ANET 3D - A8,2,Generic Standard PLA,ABS/PLA,200,5.92
210889,Prusa i3,2,Generic Standard ABS,ABS/PLA,150,5.92
210889,Prusa i3,2,Generic Standard PLA,ABS/PLA,150,5.92
belred3d,Prusa i3,2,Generic Standard PLA,ABS/PLA,200,5.92
brandons,Maker Select Plus,1,Generic Standard PLA,ABS/PLA,300,5.92
DoubleJ,Prusa i3 Hephestos,1,Generic Standard PLA,ABS/PLA,200,5.92
136004,FLSUN  i3 2017,2,Generic Standard PETG,PET,200,5.92
136004,Creality Ender 2,2,Generic Standard PETG,PET,200,5.92
146207,Prusa i3,1,Generic Standard PETG,PET,150,5.92
176047,RepRap,3,Generic Standard PLA,ABS/PLA,200,5.94
205940,Original Prusa i3 MK2,3,Generic Standard PLA,ABS/PLA,200,5.94
205940,Original Prusa i3 MK2S,3,Generic Standard PETG,PET,250,5.94
131479,Ultimaker 2+,2,Generic Standard ABS,ABS/PLA,100,5.95
187979,Original Prusa i3 MK2,4,Generic Standard PLA,ABS/PLA,200,5.95
196967,Rostock MAX V2,2,Generic Standard PLA,ABS/PLA,200,5.96
196967,Raise3D N2 Plus,2,Generic Standard PLA,ABS/PLA,200,5.96
196967,Rostock MAX V2,2,ColorFabb woodFill,ABS/PLA Filled,200,5.96
196967,Raise3D N2 Plus,2,Generic Woodfill PLA,ABS/PLA Filled,200,5.96
196967,Rostock MAX V2,2,Taulman Nylon 680,Nylon,200,5.96
196967,Raise3D N2 Plus,2,Taulman Nylon 680,Nylon,200,5.96
224902,Ultimaker 2 Aluminum - Custom,2,Generic Standard PLA,ABS/PLA,300,5.97
130928,Wanhao Duplicator i3,7,Generic Standard PLA,ABS/PLA,200,6
ampersand,FlashForge Creator Pro,3,Generic Standard ABS,ABS/PLA,300,6
RogerBW,Ultimaker 2+ Extended,2,Generic Standard PLA,ABS/PLA,150,6.03
145275,Ultimaker 3 Extended,2,Generic Standard PLA,ABS/PLA,100,6.08
145275,Ultimaker 3 Extended,2,Generic Standard PLA,ABS/PLA,200,6.08
145275,Ultimaker 3 Extended,2,Generic Standard PLA,ABS/PLA,300,6.08
189551,Ultimaker 2,2,Generic Standard PLA,ABS/PLA,200,6.08
196732,Kossel XL,3,Generic Standard PLA,ABS/PLA,100,6.08
210889,Prusa i3,2,Generic Standard PETG,PET,200,6.08
231784,FlashForge Creator Pro,2,Generic High-Impact Polystyrene (HIPS),ASA,250,6.09
128808,Folger Tech FT-5,2,Generic Standard ABS,ABS/PLA,300,6.1
128808,Folger Tech FT-5,2,Generic Standard PLA,ABS/PLA,300,6.1
145126,Prusa i3,1,Generic Standard PLA,ABS/PLA,200,6.1
230378,ANET 3D - A8,1,Generic Standard PLA,ABS/PLA,200,6.1
OMSLICE3D,Original Prusa i3 MK2,1,Generic Standard PLA,ABS/PLA,300,6.1
DoubleJ,Prusa i3 Hephestos (Custom),2,Generic Standard PLA,ABS/PLA,200,6.11
18815,Dimension Delta 3D System,4,Generic Standard ABS,ABS/PLA,100,6.12
18815,Dimension Delta 3D System,4,Generic Standard PLA,ABS/PLA,100,6.12
56773,Mbot Cube Single,1,Generic Standard ABS,ABS/PLA,200,6.12
vickys,Leapfrog Creatr HS,2,Generic Standard PLA,ABS/PLA,200,6.12
210960,Original Prusa i3 MK2,2,ColorFabb bronzeFill,ABS/PLA Filled,200,6.12
210960,Original Prusa i3 MK2,2,Generic Woodfill PLA,ABS/PLA Filled,200,6.12
210964,Original Prusa i3 MK2,2,Generic Woodfill PLA,ABS/PLA Filled,200,6.12
210964,Original Prusa i3 MK2,2,ColorFabb bronzeFill,ABS/PLA Filled,200,6.12
shapefy,FlashForge Creator Pro,2,Generic Woodfill PLA,ABS/PLA Filled,200,6.12
shapefy,FlashForge Creator Pro,2,ColorFabb bronzeFill,ABS/PLA Filled,200,6.12
198879,Wanhao Duplicator i3 V2,1,Generic TPU,TPE,300,6.12
165110,HyperCube,2,Generic Standard PLA,ABS/PLA,100,6.15
mcgill,FlashForge Creator Pro,2,Generic Standard PLA,ABS/PLA,200,6.17
30535,Printrbot Simple Metal,2,Generic Standard PLA,ABS/PLA,150,6.2
51443,Other FDM,1,Generic Standard PLA,ABS/PLA,200,6.2
192999,Original Prusa i3 MK2,2,Generic Standard PLA,ABS/PLA,200,6.2
211696,P3Steel (custom),2,Generic Standard ABS,ABS/PLA,300,6.2
219746,PowerSpec 3D Pro,2,Generic Standard PLA,ABS/PLA,200,6.2
brandons,RoBo 3D R1,1,Generic Standard PLA,ABS/PLA,300,6.2
flywheel,Makerbot Replicator 2x,1,Generic Standard PLA,ABS/PLA,200,6.2
JVF-Tech,PowerSpec 3D Pro,2,Generic Standard PLA,ABS/PLA,300,6.2
92935,Makergear M2,4,Generic Woodfill PLA,ABS/PLA Filled,100,6.2
92958,CreatorBot 3D,4,Generic Woodfill PLA,ABS/PLA Filled,100,6.2
weezencake,FlashForge Creator Pro,3,eSUN PLA+,ABS/PLA Filled,300,6.2
36736,Prusa Research Original Prusa i3 MK3,1,Generic Standard ABS,ABS/PLA,300,6.21
71693,Prusa i3,3,Generic Standard PLA,ABS/PLA,200,6.21
135119,Prusa i3,2,Generic Standard PLA,ABS/PLA,200,6.22
JayJ,Prusa Research Original Prusa i3 MK3,3,Generic Standard PLA,ABS/PLA,200,6.22
small3d,Monoprice MP Select Mini,2,Generic Standard PLA,ABS/PLA,100,6.24
136004,Ultimaker 2+,2,Generic Standard PLA,ABS/PLA,200,6.25
108471,Ultimaker 2+,2,ColorFabb XT-CF20 carbon,ABS/PLA Filled,300,6.25
136004,Ultimaker 2+,2,Generic Standard PETG,PET,200,6.25
60869,Accucraft i250+,2,Generic Standard PLA,ABS/PLA,200,6.27
60869,Accucraft i250+,2,Generic Standard ABS,ABS/PLA,200,6.27
60869,FlashForge Creator,3,Generic Standard ABS,ABS/PLA,200,6.27
60869,FlashForge Creator,3,Generic Standard PLA,ABS/PLA,200,6.27
86568,Ultimaker 2,2,Generic Standard PLA,ABS/PLA,100,6.27
198879,Wanhao Duplicator i3 V2,1,Generic Standard PLA,ABS/PLA,100,6.27
198879,Kossel K800,1,Generic Standard PLA,ABS/PLA,100,6.27
212899,Mark 1,2,Generic Standard ABS,ABS/PLA,60,6.27
DoubleJ,Prusa i3 Hephestos (Custom),2,Generic Standard PLA,ABS/PLA,100,6.27
174547,Makerfarm Pegasus 8,2,Generic Standard PLA,ABS/PLA,300,6.28
224902,Ultimaker 2 Aluminum - Custom,2,Generic Standard PETG,PET,300,6.29
180633,RepRap,2,Generic Standard PLA,ABS/PLA,100,6.3
mattyams,Wanhao Duplicator i3 V2,2,Generic Standard PLA,ABS/PLA,200,6.3
207832,FlashForge Creator Pro,2,Generic Standard PLA,ABS/PLA,200,6.33
balaji,Rostock,4,Generic Standard ABS,ABS/PLA,250,6.33
balaji,Rostock,4,Generic Standard PLA,ABS/PLA,250,6.33
135119,Prusa i3,2,Generic High-Impact Polystyrene (HIPS),ASA,200,6.33
131479,Ultimaker 2+,2,Generic Standard PETG,PET,100,6.33
22777,Ultimaker 2+,2,ColorFabb PLA/PHA,ABS/PLA Filled,200,6.34
198713,JennyPrinter 3 Z360,1,Generic Standard PLA,ABS/PLA,150,6.37
198713,JennyPrinter 3 Z360,1,Generic Standard PLA,ABS/PLA,200,6.37
198713,JennyPrinter 3 Z360,1,Generic Standard PLA,ABS/PLA,250,6.37
198713,JennyPrinter 3 Z360,1,Generic Standard PLA,ABS/PLA,300,6.37
198713,JennyPrinter 3 Z360,1,Generic Standard PLA,ABS/PLA,100,6.37
GEN3D,Zortrax M200,2,Zortrax Z-ABS,ABS/PLA Filled,200,6.37
GEN3D,Zortrax M200,2,Zortrax Z-ABS,ABS/PLA Filled,200,6.37
169952,3DCPI-02,2,Generic Standard PLA,ABS/PLA,100,6.39
42951,Original Prusa i3 MK2,3,Generic Standard ABS,ABS/PLA,200,6.41
42951,Original Prusa i3 MK2,3,Generic Standard PLA,ABS/PLA,200,6.41
94968,Prusa i3,3,Generic Standard ABS,ABS/PLA,300,6.41
94968,Prusa i3,3,Generic Standard PLA,ABS/PLA,200,6.41
94968,Tronxy P802MA,3,Generic Standard ABS,ABS/PLA,200,6.41
94968,Tronxy P802MA,3,Generic Standard PLA,ABS/PLA,200,6.41
163635,Custom Delta,1,Generic Standard PLA,ABS/PLA,200,6.41
169760,Discovery 200,3,Generic Standard PLA,ABS/PLA,150,6.41
169998,Original Prusa i3 MK2,4,Generic Standard PLA,ABS/PLA,100,6.41
192748,Vector 3,1,Generic Standard PLA,ABS/PLA,300,6.41
201093,Original Prusa i3 MK2,7,Generic Standard ABS,ABS/PLA,100,6.41
201093,Original Prusa i3 MK2,7,Generic Standard PLA,ABS/PLA,100,6.41
214470,Zortrax M200,1,Generic Standard ABS,ABS/PLA,300,6.41
231204,Prusa i3,2,Generic Standard PLA,ABS/PLA,200,6.41
3dsolid,Tevo Little Monster,1,Generic Standard PLA,ABS/PLA,150,6.41
Bham,Original Prusa i3 MK2S,1,Generic Standard PLA,ABS/PLA,100,6.41
1086,Ultimaker Original,15,ColorFabb PLA/PHA,ABS/PLA Filled,200,6.41
27001,Zortrax M200,4,Zortrax Z-ABS,ABS/PLA Filled,200,6.41
33699,Prusa Research Original Prusa i3 MK3,2,Generic Standard PETG,PET,200,6.41
136004,FLSUN  i3 2017,2,Generic Standard PETG,PET,150,6.41
36736,Prusa Research Original Prusa i3 MK3,1,Generic Standard ABS,ABS/PLA,200,6.42
hackerspacesg,Deltabob,4,Generic Standard PLA,ABS/PLA,200,6.42
207216,Ultimaker 3,2,Generic Standard PLA,ABS/PLA,200,6.46
199009,ANET 3D - A8,2,Generic Standard PLA,ABS/PLA,300,6.47
205940,Original Prusa i3 MK2,3,Generic Standard PLA,ABS/PLA,175,6.48
31657,CraftBot PLUS,2,Generic Standard ABS,ABS/PLA,300,6.5
221811,Monoprice MP Select Mini,2,Generic Standard PLA,ABS/PLA,125,6.5
31657,CraftBot PLUS,2,Generic Standard ASA,ASA,300,6.5
197339,Creality CR-10 S5,4,Generic Standard PLA,ABS/PLA,300,6.51
118053,Creality CR-10,3,eSUN PLA+,ABS/PLA Filled,20,6.51
89526,CreatBot DX,2,Generic Standard PLA,ABS/PLA,200,6.52
180167,Original Prusa i3 MK2,2,Generic Standard PLA,ABS/PLA,200,6.52
215958,Original Prusa i3 MK2,3,Generic Standard PLA,ABS/PLA,300,6.52
OMSLICE3D,Original Prusa i3 MK2,1,Generic Standard PLA,ABS/PLA,300,6.52
masee,Prusa i3,2,Generic Standard PLA,ABS/PLA,200,6.54
136004,Ultimaker 2+,2,Generic Standard PLA,ABS/PLA,150,6.57
WildPrint,BCN3D SIGMA,2,ColorFabb PLA/PHA,ABS/PLA Filled,200,6.57
3DFrontier,ANET 3D - A8,2,Generic Standard PETG,PET,75,6.57
197339,Prusa Research Original Prusa i3 MK3,2,Generic Standard ABS,ABS/PLA,300,6.58
197339,Prusa Research Original Prusa i3 MK3,2,Generic Standard PETG,PET,300,6.58
224902,Ultimaker 2 Aluminum - Custom,2,Generic Standard PLA,ABS/PLA,200,6.62
135119,Prusa i3,2,Generic Standard ABS,ABS/PLA,200,6.65
183356,Leapfrog Creatr,4,Generic Standard PLA,ABS/PLA,200,6.65
cubiforminc,Fusion3 F306,4,Generic Standard PLA,ABS/PLA,300,6.66
cubiforminc,Fusion3 F400-S,4,Generic Standard PLA,ABS/PLA,300,6.66
delaware3dprinting,Lulzbot Taz 5,3,Generic Standard PLA,ABS/PLA,300,6.66
delaware3dprinting,Lulzbot Taz 5,3,Generic Standard ABS,ABS/PLA,300,6.66
196967,Rostock MAX V2,2,ColorFabb bronzeFill,ABS/PLA Filled,200,6.66
196967,Rostock MAX V2,2,ColorFabb copperFill,ABS/PLA Filled,200,6.66
196967,Raise3D N2 Plus,2,ColorFabb bronzeFill,ABS/PLA Filled,200,6.66
196967,Raise3D N2 Plus,2,ColorFabb copperFill,ABS/PLA Filled,200,6.66
180167,Original Prusa i3 MK2,2,Generic Standard PETG,PET,200,6.66
delaware3dprinting,Lulzbot Taz 5,3,Generic Standard PETG,PET,300,6.66
small3d,Monoprice MP Select Mini,2,Generic Standard PETG,PET,200,6.66
188033,Wanhao Duplicator i3 V2,4,eSUN ABS,ABS/PLA,200,6.7
95591,Ultimaker 2 Extended,1,Generic Standard PLA,ABS/PLA,100,6.71
95591,Ultimaker 2 Extended,1,Generic Standard PLA,ABS/PLA,200,6.71
95591,Ultimaker 2 Extended,1,Generic Standard PLA,ABS/PLA,125,6.71
180633,RepRap,2,Generic Standard ABS,ABS/PLA,100,6.71
197339,Prusa Research Original Prusa i3 MK3,2,Generic Standard PLA,ABS/PLA,200,6.71
212899,Mark 1,2,Generic Standard PLA,ABS/PLA,100,6.71
231784,FlashForge Creator Pro,2,Generic Standard PLA,ABS/PLA,150,6.71
231784,FlashForge Creator Pro,2,Generic Standard ABS,ABS/PLA,150,6.71
231784,FlashForge Creator Pro,2,Generic High-Impact Polystyrene (HIPS),ASA,200,6.71
145126,Prusa i3,1,Generic Standard PETG,PET,200,6.71
212899,Mark 1,2,Generic TPU,TPE,200,6.71
36736,Prusa Research Original Prusa i3 MK3,1,eSUN ABS+,ABS/PLA Filled,300,6.73
56773,Tevo Black Widow,1,Generic Standard PLA,ABS/PLA,100,6.74
56773,Mbot Cube Single,1,Generic Standard PLA,ABS/PLA,100,6.74
212899,Mark 1,2,Generic Standard PLA,ABS/PLA,100,6.74
228225,Original Prusa i3 MK2,1,Generic Standard ABS,ABS/PLA,300,6.74
balaji,Rostock,4,Generic Standard ABS,ABS/PLA,200,6.74
balaji,Rostock,4,Generic Standard PLA,ABS/PLA,200,6.74
136004,Ultimaker 2+,2,Generic Standard PETG,PET,150,6.74
balaji,Rostock,4,Generic Standard PETG,PET,200,6.74
143350,Prusa i3,3,Generic Standard PLA,ABS/PLA,250,6.76
183356,Leapfrog Creatr,4,Generic Standard ABS,ABS/PLA,200,6.76
DoubleJ,Prusa i3 Hephestos (Custom),2,Generic Standard PLA,ABS/PLA,200,6.76
protoprint3d,Zortrax M200,2,Generic Standard ABS,ABS/PLA,200,6.76
XYZed,Prusa i3,4,Generic Standard PLA,ABS/PLA,200,6.76
XYZed,Prusa Steel V4.0 (30 cm X 20 cm X 20 cm),4,Generic Standard PLA,ABS/PLA,200,6.76
timothyshub,RepRap,2,Generic TPE,TPE,200,6.76
20445,Sparkcube XL,2,Generic Standard ABS,ABS/PLA,300,6.78
174547,Makerfarm Pegasus 8,2,Generic Standard PLA,ABS/PLA,200,6.78
221811,Monoprice MP Select Mini,2,Generic Standard PETG,PET,125,6.78
199009,ANET 3D - A8,2,ColorFabb PLA/PHA,ABS/PLA Filled,300,6.79
87790,Lulzbot Taz 5,3,Generic Standard ABS,ABS/PLA,100,6.8
128808,Folger Tech FT-5,2,Generic Standard ABS,ABS/PLA,200,6.8
128808,Folger Tech FT-5,2,Generic Standard PLA,ABS/PLA,200,6.8
180167,Original Prusa i3 MK2,2,Generic Standard ABS,ABS/PLA,200,6.8
215958,Original Prusa i3 MK2,3,Generic Standard PLA,ABS/PLA,200,6.8
215958,Prusa Research Original Prusa i3 MK3,3,Generic Standard PLA,ABS/PLA,200,6.8
220456,Monoprice MP Select Mini,2,Generic Standard PLA,ABS/PLA,300,6.8
3dprintboston,Makergear M2,1,Generic Standard PLA,ABS/PLA,200,6.8
mcguirespace,PowerSpec Ultra 3D,1,Generic Standard PLA,ABS/PLA,400,6.8
mcguirespace,PowerSpec Ultra 3D,1,Generic Standard ABS,ABS/PLA,400,6.8
188033,Anycubic Kossel,4,eSUN PLA,ABS/PLA Filled,250,6.8
180167,Original Prusa i3 MK2,2,Generic Standard PETG,PET,100,6.8
202222,Kossel,3,Generic Standard PETG,PET,200,6.8
202222,Maker Select,3,Generic Standard PETG,PET,200,6.8
210856,UP Box,3,Generic Standard ABS,ABS/PLA,300,6.81
shen,Zortrax M200,1,Zortrax Z-ABS,ABS/PLA Filled,200,6.85
76157,Original Prusa i3 MK2S,3,Generic Standard ABS,ABS/PLA,200,6.86
47387,Zortrax M200,3,Zortrax Z-ABS,ABS/PLA Filled,100,6.87
47387,Zortrax M200,3,Zortrax Z-ABS,ABS/PLA Filled,175,6.87
47387,Zortrax M200,3,Zortrax Z-ABS,ABS/PLA Filled,200,6.87
47387,Zortrax M200,3,Zortrax Z-ABS,ABS/PLA Filled,175,6.87
47387,Zortrax M200,3,Zortrax Z-ABS,ABS/PLA Filled,100,6.87
masee,Prusa i3,2,Generic High-Impact Polystyrene (HIPS),ASA,200,6.87
47387,Zortrax M200,3,Zortrax Z-Glass,PET,175,6.87
89630,Creality CR-10,4,Generic Standard PLA,ABS/PLA,300,6.9
101317,Prusa i3,2,Generic Standard PLA,ABS/PLA,100,6.9
146207,Prusa i3,1,Generic Standard PLA,ABS/PLA,100,6.9
179280,Prusa Research Original Prusa i3 MK3,1,Generic Standard PLA,ABS/PLA,100,6.9
189551,Ultimaker 2,2,Generic Standard PLA,ABS/PLA,100,6.9
210889,Prusa i3,2,Generic Standard ABS,ABS/PLA,100,6.9
210889,Prusa i3,2,Generic Standard PLA,ABS/PLA,100,6.9
226890,Mendelmax 3,4,Generic Standard PLA,ABS/PLA,200,6.9
226890,Original Prusa i3 MK2,4,Generic Standard PLA,ABS/PLA,200,6.9
BruceMui,Original Prusa i3 MK2S,1,Generic Standard PLA,ABS/PLA,150,6.9
139035,Ultimaker 2+,3,Polymaker Polymax PLA,ABS/PLA Filled,150,6.9
146207,Prusa i3,1,Generic Standard PETG,PET,100,6.9
180121,Original Prusa i3 MK2,2,Generic Standard PLA,ABS/PLA,300,6.92
180121,Mega Prusa,2,Generic Standard PLA,ABS/PLA,500,6.92
87790,Lulzbot Taz 5,3,Generic Standard PLA,ABS/PLA,100,6.94
delaware3dprinting,Lulzbot Taz 5,3,Generic Standard PETG,PET,250,6.94
61472,Prusa i3,2,Generic Standard PLA,ABS/PLA,150,6.95
174862,Wilson II,1,Generic Standard ABS,ABS/PLA,300,6.95
174862,Wilson II,1,Generic Standard PLA,ABS/PLA,300,6.95
174862,Prusa Research Original Prusa i3 MK3,2,Generic Standard ABS,ABS/PLA,300,6.95
174862,Prusa Research Original Prusa i3 MK3,2,Generic Standard PLA,ABS/PLA,300,6.95
55589,UP Plus 2,4,Generic Standard ABS,ABS/PLA,200,6.96
188033,Wanhao Duplicator i3 V2,4,eSUN ABS,ABS/PLA,150,6.98
27001,Mankati Fullscale XT,4,Generic Standard PLA,ABS/PLA,100,6.99
27001,Mankati Fullscale XT,4,Generic Standard PLA,ABS/PLA,200,6.99
53652,CTC-3D,3,Generic Standard ABS,ABS/PLA,200,6.99
53652,Creality Ender 2,2,Generic Standard PLA,ABS/PLA,100,6.99
64834,CraftBot,4,Generic Standard ABS,ABS/PLA,200,6.99
64834,CraftBot XL,4,Generic Standard ABS,ABS/PLA,200,6.99
53652,Creality Ender 2,2,Generic Woodfill PLA,ABS/PLA Filled,200,6.99
207335,Original Prusa i3 MK2,4,ColorFabb PLA/PHA,ABS/PLA Filled,200,6.99
53652,CTC-3D,3,Generic Standard PETG,PET,100,6.99
53652,CTC-3D,3,Generic TPU,TPE,200,6.99
177696,Rostock MAX V2,2,Generic Standard ABS,ABS/PLA,300,7
177696,Rostock MAX V2,2,Generic Standard PLA,ABS/PLA,200,7
196706,Original Prusa i3 MK2S,2,Generic Standard PLA,ABS/PLA,300,7
196706,Original Prusa i3 MK2,1,Generic Standard PLA,ABS/PLA,300,7
196706,Folger Tech FT-5,2,Generic Standard PLA,ABS/PLA,300,7
mattyams,Wanhao Duplicator i3 V2,2,Generic Standard PLA,ABS/PLA,200,7
mattyams,Wanhao Duplicator i3 V2,2,Generic Standard PLA,ABS/PLA,100,7
JacksonHub,LulzBot Mini,3,Polymaker Polymax PLA,ABS/PLA Filled,150,7
111224,Makerbot Replicator 2,2,Generic Standard PLA,ABS/PLA,300,7.02
205940,Original Prusa i3 MK2S,3,Generic Standard PETG,PET,200,7.02
twentythree2,Flashforge Inventor ,2,Generic Standard ABS,ABS/PLA,250,7.04
twentythree2,Flashforge Inventor ,2,Generic Standard ABS,ABS/PLA,250,7.04
210889,Prusa i3,2,Generic Standard PETG,PET,150,7.06
174701,Vulcanus V1,2,Generic Standard PLA,ABS/PLA,200,7.07
174701,Vulcanus V1,2,Generic Standard PLA,ABS/PLA,250,7.07
222914,Core XY printer,2,Generic Standard PLA,ABS/PLA,200,7.08
222914,Core XY printer,2,Generic Standard PLA,ABS/PLA,250,7.08
222914,Core XY printer,2,Generic Standard PLA,ABS/PLA,400,7.08
222914,Core XY printer,2,Generic Standard PLA,ABS/PLA,500,7.08
230378,ANET 3D - A8,1,Generic Standard PLA,ABS/PLA,100,7.08
delaware3dprinting,Lulzbot Taz 5,3,Generic Standard PLA,ABS/PLA,250,7.08
delaware3dprinting,Lulzbot Taz 5,3,Generic Standard ABS,ABS/PLA,250,7.08
small3d,Monoprice MP Select Mini,2,Generic Woodfill PLA,ABS/PLA Filled,100,7.08
215958,Original Prusa i3 MK2,3,Generic Standard PETG,PET,200,7.08
215958,Prusa Research Original Prusa i3 MK3,3,Generic Standard PETG,PET,200,7.08
187979,Original Prusa i3 MK2,4,Generic Standard ABS,ABS/PLA,200,7.09
204644,Prusa i3 MK2 (Clone),2,Generic Standard PLA,ABS/PLA,300,7.09
204644,Prusa i3 MK2 (Clone),2,Generic Standard PLA,ABS/PLA,300,7.09
187979,Original Prusa i3 MK2,4,Generic Standard PETG,PET,200,7.09
simplyprinting,Other FDM,4,Generic Standard PLA,ABS/PLA,200,7.1
44154,RepRap,3,Generic Standard PLA,ABS/PLA,200,7.11
181788,FlashForge Creator Pro,3,Generic Standard PLA,ABS/PLA,300,7.11
199245,Creality CR-10,4,Generic Standard PLA,ABS/PLA,200,7.11
199245,ANET 3D - A8,4,Generic Standard PLA,ABS/PLA,200,7.11
224902,Ultimaker 2 Aluminum - Custom,2,Generic Standard PETG,PET,200,7.11
222249,Original Prusa i3 MK2,1,Generic Standard PLA,ABS/PLA,300,7.13
222249,Prusa Research Original Prusa i3 MK3,1,rigid.ink PLA,ABS/PLA,300,7.13
226289,Prusa Research Original Prusa i3 MK3,4,Generic Standard PLA,ABS/PLA,100,7.14
56773,Mbot Cube Single,1,Generic Standard ABS,ABS/PLA,100,7.16
145126,Prusa i3,1,Generic Standard PLA,ABS/PLA,100,7.16
198879,Wanhao Duplicator i3,1,Generic Standard ABS,ABS/PLA,100,7.16
210960,Original Prusa i3 MK2,2,Generic Standard PLA,ABS/PLA,100,7.16
210960,Original Prusa i3 MK2,2,Generic Standard ABS,ABS/PLA,100,7.16
210960,Vulcanus Max 40,2,Generic Standard PLA,ABS/PLA,100,7.16
210960,Vulcanus Max 40,2,Generic Standard ABS,ABS/PLA,100,7.16
210964,Original Prusa i3 MK2,2,Generic Standard ABS,ABS/PLA,100,7.16
210964,Vulcanus Max 40,2,Generic Standard PLA,ABS/PLA,100,7.16
210964,Vulcanus Max 40,2,Generic Standard ABS,ABS/PLA,100,7.16
212899,Mark 1,2,Generic Standard PLA,ABS/PLA,60,7.16
212899,Mark 1,2,Generic Standard PLA,ABS/PLA,60,7.16
shapefy,FlashForge Creator Pro,2,Generic Standard ABS,ABS/PLA,100,7.16
shapefy,FlashForge Creator Pro,2,Generic Standard PLA,ABS/PLA,100,7.16
shapefy,Original Prusa i3 MK2,2,Generic Standard ABS,ABS/PLA,100,7.16
shapefy,Original Prusa i3 MK2,2,Generic Standard PLA,ABS/PLA,100,7.16
shapefy,Vulcanus Max 40,2,Generic Standard ABS,ABS/PLA,100,7.16
210964,Original Prusa i3 MK2,2,ColorFabb PLA/PHA,ABS/PLA Filled,100,7.16
shapefy,Vulcanus Max 40,2,ColorFabb PLA/PHA,ABS/PLA Filled,100,7.16
210960,Original Prusa i3 MK2,2,Generic Standard PETG,PET,100,7.16
210960,Vulcanus Max 40,2,Generic Standard PETG,PET,100,7.16
210964,Original Prusa i3 MK2,2,Generic Standard PETG,PET,100,7.16
210964,Vulcanus Max 40,2,Generic Standard PETG,PET,100,7.16
shapefy,FlashForge Creator Pro,2,Generic Standard PETG,PET,100,7.16
shapefy,Original Prusa i3 MK2,2,Generic Standard PETG,PET,100,7.16
shapefy,Vulcanus Max 40,2,Generic Standard PETG,PET,100,7.16
102504,Original Prusa i3 MK2,2,Generic Standard PLA,ABS/PLA,100,7.18
mattyams,Creality CR-10S,2,Generic Standard PLA,ABS/PLA,100,7.2
BruceMui,Prusa Research Original Prusa i3 MK3,2,eSUN PETG,PET,200,7.2
delaware3dprinting,Lulzbot Taz 5,3,Generic Standard PETG,PET,200,7.22
42951,Original Prusa i3 MK2,3,ColorFabb nGen,ABS/PLA,200,7.23
42951,Original Prusa i3 MK2,3,Generic Standard PLA,ABS/PLA,150,7.23
108114,Discovery 200,3,Generic Standard PLA,ABS/PLA,200,7.23
108471,Ultimaker 2+,2,Generic Standard ABS,ABS/PLA,100,7.23
108471,Ultimaker 2+,2,Generic Standard PLA,ABS/PLA,100,7.23
108471,Ultimaker 2+,2,ColorFabb nGen,ABS/PLA,150,7.23
108471,Ultimaker 2+,2,ColorFabb _HT,ABS/PLA,150,7.23
109265,Kossel 2020,2,Generic Standard PLA,ABS/PLA,300,7.23
169998,Original Prusa i3 MK2,4,Generic Standard PLA,ABS/PLA,50,7.23
184017,RepRap,1,Generic Standard PLA,ABS/PLA,300,7.23
184305,Ultimaker 3,4,rigid.ink PLA,ABS/PLA,100,7.23
195900,Prusa i3,2,Generic Standard PLA,ABS/PLA,200,7.23
201093,Original Prusa i3 MK2,7,Generic Standard PLA,ABS/PLA,50,7.23
